Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Grease,1978,1h 50m,PG,7.2,313K,70,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",https://www.imdb.com/title/tt0077631/?ref_=sr_i_1
2. National Lampoon's Animal House,1978,1h 49m,R,7.4,132K,79,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",https://www.imdb.com/title/tt0077975/?ref_=sr_i_2
3. Superman,1978,2h 23m,PG,7.4,195K,82,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",https://www.imdb.com/title/tt0078346/?ref_=sr_i_3
4. Every Which Way But Loose,1978,1h 54m,PG,6.3,31K,41,The San Fernando Valley adventures of trucker turned prize-fighter Philo Beddoe and his pet orangutan Clyde.,https://www.imdb.com/title/tt0077523/?ref_=sr_i_4
5. Jaws 2,1978,1h 56m,PG,5.8,88K,51,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,https://www.imdb.com/title/tt0077766/?ref_=sr_i_5
6. Heaven Can Wait,1978,1h 41m,PG,6.9,25K,72,"A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.",https://www.imdb.com/title/tt0077663/?ref_=sr_i_6
7. Hooper,1978,1h 39m,PG,6.4,8.3K,70,"Aging Hollywood stuntman Sonny Hooper wants to prove that he's still got what it takes to be a great professional in this risky, under-recognized line of work.",https://www.imdb.com/title/tt0077696/?ref_=sr_i_7
8. Revenge of the Pink Panther,1978,1h 39m,PG,6.6,24K,65,"To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his ""death"" has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him.",https://www.imdb.com/title/tt0078163/?ref_=sr_i_8
9. The Deer Hunter,1978,3h 3m,R,8.1,374K,90,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,https://www.imdb.com/title/tt0077416/?ref_=sr_i_9
10. Halloween,1978,1h 31m,R,7.7,322K,90,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",https://www.imdb.com/title/tt0077651/?ref_=sr_i_10
11. Foul Play,1978,1h 56m,PG,6.8,18K,45,"A San Francisco librarian picks up a hitchhiker whose car has broken down, which leads to her being stalked and hunted by shady individuals. A cop she briefly met during a function eventually comes to her rescue.",https://www.imdb.com/title/tt0077578/?ref_=sr_i_11
12. The End,1978,1h 40m,R,6.1,4.6K,46,Slapstick black comedy about a man (Reynolds) who finds that he hasn't much longer to live and has bungled his attempts at suicide.,https://www.imdb.com/title/tt0077504/?ref_=sr_i_12
13. Up in Smoke,1978,1h 26m,R,6.9,42K,57,"Stoner musicians Pedro DePacas and Anthony ""Man"" Stoner unknowingly smuggle a van - made entirely of marijuana - from Mexico to Los Angeles with incompetent Police Sergeant Stedenko hot on their trail.",https://www.imdb.com/title/tt0078446/?ref_=sr_i_13
14. Midnight Express,1978,2h 1m,R,7.5,91K,59,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",https://www.imdb.com/title/tt0077928/?ref_=sr_i_14
15. Coming Home,1978,2h 7m,R,7.3,15K,61,"In 1968 California, a woman whose husband is a Marine officer fighting in Vietnam falls in love with a former high school classmate who suffered a paralyzing combat injury in the war.",https://www.imdb.com/title/tt0077362/?ref_=sr_i_15
16. The Lord of the Rings,1978,2h 12m,PG,6.2,38K,51,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,https://www.imdb.com/title/tt0077869/?ref_=sr_i_16
17. House Calls,1978,1h 38m,PG,6.6,2.1K,49,"Charley is a surgeon who's recently lost his wife. He embarks on a tragicomic romantic quest with woman after woman until he meets up with Ann, a singular woman closer to his own age, who immediately and unexpectedly captures his heart.",https://www.imdb.com/title/tt0077699/?ref_=sr_i_17
