link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
https://www.imdb.com/title/tt0067116/?ref_=sr_i_1,"['Ernest Tidyman', 'Robin Moore', 'William Friedkin']",['William Friedkin'],"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco', 'Marcel Bozzuffi', 'Frédéric de Pasquale', 'Bill Hickman', 'Ann Rebbot', 'Harold Gary', 'Arlene Farber']","$1,800,000 (estimated)",,"$51,703,935","$51,700,000","October 9, 1971",['United States'],"[""Château d'If, Marseille, Bouches-du-Rhône, France (secret meeting between Charnier, Nicoli and Devereaux)""]","['Twentieth Century Fox', ""Philip D'Antoni Productions"", 'Schine-Moore Productions']","Won 5 Oscars, 22 wins & 13 nominations total","['Cop Drama', 'Drug Crime', 'Police Procedural', 'Action', 'Crime', 'Drama', 'Thriller']","['English', 'French', 'Italian']"
https://www.imdb.com/title/tt0066995/?ref_=sr_i_2,"['Richard Maibaum', 'Tom Mankiewicz', 'Ian Fleming']",['Guy Hamilton'],"['Sean Connery', 'Jill St. John', 'Charles Gray', 'Lana Wood', 'Jimmy Dean', 'Bruce Cabot', 'Putter Smith', 'Bruce Glover', 'Norman Burton', 'Joseph Fürst']","$7,200,000 (estimated)",,"$43,830,091","$43,819,547","December 17, 1971",['United Kingdom'],"[""Elrod House - 2175 Southridge Drive, Palm Springs, California, USA (Willard Whyte's Summer House)""]",['Eon Productions'],"Nominated for 1 Oscar, 2 wins & 4 nominations total","['Spy', 'Action', 'Adventure', 'Thriller']","['English', 'German']"
https://www.imdb.com/title/tt0066999/?ref_=sr_i_3,"['Harry Julian Fink', 'Rita M. Fink', 'Dean Riesner']","['Don Siegel', 'Clint Eastwood']","['Clint Eastwood', 'Andrew Robinson', 'Harry Guardino', 'Reni Santoni', 'John Vernon', 'John Larch', 'John Mitchum', 'Mae Mercer', 'Lyn Edgington', 'Ruth Kobart']","$4,000,000 (estimated)",,"$35,988,495","$35,988,495","December 23, 1971",['United States'],"['Holiday Inn Select Downtown Hotel - 750 Kearny Street, San Francisco, California, USA (pool murder opening scene, now Hilton San Francisco Financial District)']",['The Malpaso Company'],"Awards, 2 wins & 4 nominations total","['Cop Drama', 'Police Procedural', 'Serial Killer', 'Action', 'Crime', 'Thriller']",['English']
https://www.imdb.com/title/tt0067328/?ref_=sr_i_4,"['Larry McMurtry', 'Peter Bogdanovich']",['Peter Bogdanovich'],"['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson', 'Cloris Leachman', 'Ellen Burstyn', 'Eileen Brennan', 'Clu Gulager', 'Sam Bottoms', 'Sharon Ullrick']","$1,300,000 (estimated)",,"$29,146,255","$29,133,000","October 22, 1971",['United States'],"['605 South Ash Street, Archer City, Texas, USA (high school)']","['Columbia Pictures', 'BBS Productions', 'Last Picture Show Productions']","Won 2 Oscars, 19 wins & 22 nominations total","['Coming-of-Age', 'Teen Drama', 'Drama', 'Romance']",['English']
https://www.imdb.com/title/tt0066921/?ref_=sr_i_5,"['Stanley Kubrick', 'Anthony Burgess']",['Stanley Kubrick'],"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke', 'John Clive', 'Adrienne Corri', 'Carl Duering', 'Paul Farrell', 'Clive Francis', 'Michael Gover']","$2,200,000 (estimated)",,"$27,034,174","$26,617,553","February 2, 1972","['United Kingdom', 'United States']","['Binsey Walk, Southmere Lake, Thamesmead South, London, England, UK (Alex puts Dim in water - houses demolished)']","['Warner Bros.', 'Polaris Productions', 'Hawk Films']","Nominated for 4 Oscars, 12 wins & 26 nominations total","['Dark Comedy', 'Dystopian Sci-Fi', 'Crime', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt0067927/?ref_=sr_i_6,"['Guillermo Cabrera Infante', 'Malcolm Hart', 'Barry Hall']",['Richard C. Sarafian'],"['Barry Newman', 'Cleavon Little', 'Charlotte Rampling', 'Dean Jagger', 'Victoria Medlin', 'Paul Koslo', 'Robert Donner', 'Timothy Scott', 'Gilda Texter', 'Anthony James']","$1,585,000 (estimated)",,"$12,443,192","$12,442,673","March 13, 1971",['United States'],"['Goldfield Hotel, Goldfield, Nevada, USA (KOW radio station)']",['Cupid Productions'],"Awards, 1 nomination total","['Car Action', 'Dark Comedy', 'Road Trip', 'Action', 'Crime', 'Thriller']",['English']
https://www.imdb.com/title/tt0067065/?ref_=sr_i_7,"['Paul Dehn', 'Pierre Boulle']",['Don Taylor'],"['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman', 'Natalie Trundy', 'Eric Braeden', 'William Windom', 'Sal Mineo', 'Albert Salmi', 'Jason Evers', 'John Randolph']","$2,500,000 (estimated)",,"$12,348,905","$12,348,905","July 9, 1971",['United States'],"['Los Angeles Harbor, San Pedro, Los Angeles, California, USA (harbor)']","['Twentieth Century Fox', 'APJAC Productions']","Awards, 1 nomination total","['Dystopian Sci-Fi', 'Time Travel', 'Action', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt0067588/?ref_=sr_i_8,"['Jo Heims', 'Dean Riesner']",['Clint Eastwood'],"['Clint Eastwood', 'Jessica Walter', 'Donna Mills', 'John Larch', 'Jack Ging', 'Irene Hervey', 'James McEachin', 'Clarice Taylor', 'Don Siegel', 'Duke Everts']","$725,000 (estimated)",,"$10,600,000","$10,600,000","November 12, 1971",['United States'],"['Sardine Factory - 703 Wave, Monterey, California, USA (bar)']","['The Malpaso Company', 'Jennings Lang', 'Universal Pictures']","Awards, 1 nomination total","['Psychological Thriller', 'Drama', 'Thriller']",['English']
https://www.imdb.com/title/tt0067093/?ref_=sr_i_9,"['Sholom Aleichem', 'Arnold Perl', 'Joseph Stein']",['Norman Jewison'],"['Topol', 'Norma Crane', 'Leonard Frey', 'Molly Picon', 'Paul Mann', 'Rosalind Harris', 'Michele Marsh', 'Neva Small', 'Paul Michael Glaser', 'Ray Lovelock']","$9,000,000 (estimated)","$1,726,942","$10,407,890","$10,404,330","November 3, 1971",['United States'],"['Lekenik, Croatia (Anatevka)']","['The Mirisch Production Company', 'Cartier Productions']","Won 3 Oscars, 10 wins & 14 nominations total","['Classic Musical', 'Period Drama', 'Tragedy', 'Drama', 'Family', 'Musical', 'Romance']","['English', 'Hebrew', 'Russian']"
https://www.imdb.com/title/tt0066434/?ref_=sr_i_10,"['George Lucas', 'Walter Murch']",['George Lucas'],"['Robert Duvall', 'Donald Pleasence', 'Don Pedro Colley', 'Maggie McOmie', 'Ian Wolfe', 'Marshall Efron', 'Sid Haig', 'John Pearce', 'Irene Cagen', 'Gary Alan Marsh']","$777,000 (estimated)",,"$2,437,000","$2,437,000","March 11, 1971",['United States'],"['BART Operations Control Center - 101 Eighth Street, Oakland, California, USA (brightly lit control room)']","['American Zoetrope', 'Warner Bros.']","Awards, 2 wins & 3 nominations total","['Dystopian Sci-Fi', 'Drama', 'Sci-Fi', 'Thriller']",['English']
